DOG NAME_x,LINK,SEX,AGE,WEIGHT,BREED MIXES_x,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX_x,AGE MEASURE,SECONDARY BREED_x,SPAYED/NEUTERED,COLOR_FIXED,multi_color,num_colors,contains_black,contains_white,contains_yellow,WEIGHT2,Age at Adoption (days),DOG NAME_y,BREED MIXES_y,SECONDARY BREED_y,MIX_y,BREED_MIXES_FIXED,is_retriever,is_shepherd,is_other_breed,MIX_FIXED,MIX_BOOL
Tater,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13695385&key=Mqr6gy1W,Male,2 years,Dachshund,Black w/ Tan,Medium energy; 2nd dog required,,,,,,2018,FLRN-MD-18-1645,,REQUIRED,,,,,,,,2016-10-16,2018-11-04,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,749.0,Tater,Black w/ Tan,,,"Black W, Tan",0.0,0.0,1.0,Mix,1.0
Pokey (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13640469&key=Mqr6gy1W,Male,9 weeks,Labrador Retriever,Yellow,"Puppy Screen
S/N: 2/1/19",,,,,,2018,FLRN-MD-18-1605,,Yes,,,,,,,,2018-08-13,2018-11-04,,,,,yellow,0.0,1.0,0.0,0.0,1.0,,83.0,Pokey (3 shots),Yellow,,,Yellow,0.0,0.0,1.0,,0.0
Trixie (3 shots),,Female,4 months,"Labrador Retriever, Pointer",Black/Brown/White,"New this week; Labrador/Pointer mix; Puppy Screen
S/N: 12/7/19",,,,,,2018,PRCO-FD-18-1686,,Yes,,,,,,,,2018-06-15,2018-11-04,,,,,"black, brown, white",1.0,3.0,1.0,1.0,0.0,,142.0,Trixie (3 shots),Black/Brown/White,,,"Black, Brown, White",0.0,0.0,1.0,Mix,1.0
Dazzle (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13681674&key=Mqr6gy1W,Female,3 months,Labrador Retriever,Black w/ White,"Puppy Screen
S/N: 1/15/19",,,,,,2018,FLRN-FD-18-1632,,Yes,,,,,,,,2018-07-23,2018-11-05,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,105.0,Dazzle (2 shots),Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Tina (3 shots),,Female,4 months,"Labrador Retriever, Pointer",Tan w/ White,"New this week; Labrador/Pointer mix; Puppy Screen
S/N: 12/7/19",,,,,,2018,PRCO-FD-18-1684,,Yes,,,,,,,,2018-06-15,2018-11-04,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,,142.0,Tina (3 shots),Tan w/ White,,,"Tan W, White",0.0,0.0,1.0,Mix,1.0
Abril,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13692828&key=Mqr6gy1W,Female,2 years,Boxer,Red & White,New this week; Boxer mix; Bully Screen,,,,,,2018,FLRN-FD-18-1695,,Yes,,,,,,,,2016-10-16,2018-11-18,,,,,"red, white",1.0,2.0,0.0,1.0,0.0,,763.0,Abril,Red & White,,,"Red, White",0.0,0.0,1.0,Mix,1.0
Apple,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13744924&key=Mqr6gy1W,Female,5 months,Labrador Retriever,Red & White,New this week; Labrador mix; 5 month old puppy,,,,,,2018,FLRN-FD-18-1697,,Yes,,,,,,,,2018-05-14,2018-11-10,,,,,"red, white",1.0,2.0,0.0,1.0,0.0,,180.0,Apple,Red & White,,,"Red, White",0.0,0.0,1.0,Mix,1.0
Asher,http://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13746700&key=Mqr6gy1W,Male,5 months,Boston Terrier,Black & White,New this week; Boston Terrier mix; 5 month old puppy,,,,,,2018,FLRN-MD-18-1698,,Yes,,,,,,,,2013-11-01,2018-11-10,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,1835.0,Asher,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Cotton,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13749768&key=Mqr6gy1W,Female,1 year,Great Pyrenees,White,New this week; Great Pyrenees mix,,,,,,2018,FLRN-FD-18-1729,,Yes,,,,,,,,2017-08-01,2018-11-10,,,,,white,0.0,1.0,0.0,1.0,0.0,,466.0,Cotton,White,,,White,0.0,0.0,1.0,,0.0
Duke,,Male,,,,,,,,,,2018,FLRN-MD-18-1713,,,,,,,,,,2017-07-01,2018-11-10,,,,,,,,,,,,497.0,Duke,,,,,0.0,0.0,0.0,,
Adam,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13744915&key=Mqr6gy1W,Male,5 months,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); 5 month old puppy,,,,,,2018,FLRN-MD-18-1696,,Yes,,,,,,,,2018-05-14,2018-11-16,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,186.0,Adam,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
McCready,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13745437&key=Mqr6gy1W,Male,1-2 years,Wire-Haired Terrier,Tan,New this week; Wire-Haired Terrier mix,,,,,,2018,FLRN-MD-18-1709,,Yes,,,,,,,,2017-11-05,2018-11-10,,,,,tan,0.0,1.0,0.0,0.0,1.0,,370.0,McCready,Tan,,,Tan,0.0,0.0,1.0,,0.0
Moe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13741549&key=Mqr6gy1W,Male,1 year,Maltese,Yellow,New this week; Maltese mix,,,,,,2018,FLRN-MD-18-1711,,Yes,,,,,,,,2017-11-02,2018-11-10,,,,,yellow,0.0,1.0,0.0,0.0,1.0,,373.0,Moe,Yellow,,,Yellow,0.0,0.0,1.0,,0.0
Patch (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13729890&key=Mqr6gy1W,Female,3 months,Australian Shepherd,Tri-color,"New this week; Australian Shepherd mix; Puppy Screen
S/N: 1/1/19",,,,,,2018,FLRN-FD-18-1714,,Yes,,,,,,,,2018-06-23,2018-11-10,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,,140.0,Patch (2 shots),Tri-color,,,Tri-Color,0.0,0.0,1.0,,0.0
Wendell (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13639611&key=Mqr6gy1W,Male,3 years,"Labrador Retriever, Flat-coated Retriever",Black,New this week; Labrador/Flat-Coated Retriever mix; HW treated 10/23/18,,,,,,2018,FLRN-MD-18-1741,,Yes,,,,,,,,2015-10-06,2018-11-10,,,,,black,0.0,1.0,1.0,0.0,0.0,,1131.0,Wendell (HW),Black,,,Black,0.0,0.0,1.0,,0.0
Yancy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13745474&key=Mqr6gy1W,Male,1-2 years,"Schnauzer, Wire-Haired Terrier",Tan,New this week; Schnauzer/Wire-Haired Terrier mix,,,,,,2018,FLRN-MD-18-1727,,Yes,,,,,,,,2017-11-05,2018-11-10,,,,,tan,0.0,1.0,0.0,0.0,1.0,,370.0,Yancy,Tan,,,Tan,0.0,0.0,1.0,,0.0
Hamilton,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13698061&key=Mqr6gy1W,Male,1 year,Airedale Terrier,Golden,Walks alone not enough (needs running or playtime),,,,,,2018,KAHS-MD-18-1672,,Yes,,,,,,,,2017-10-23,2018-11-10,,,,,golden,0.0,1.0,0.0,0.0,1.0,,383.0,Hamilton,Golden,,,Golden,0.0,0.0,1.0,,0.0
Ryker,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13679549&key=Mqr6gy1W,Male,1 year,Shepherd,Fawn,Walks alone not enough (needs running or playtime); passed shelter cat test,Passed shelter test,,,,,2018,FLRN-MD-18-1640,,Yes,,,,,,,,2017-10-16,2018-11-10,,,,,fawn,0.0,1.0,0.0,0.0,0.0,,390.0,Ryker,Fawn,,,Fawn,0.0,0.0,1.0,,0.0
Lilly (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13441719&key=Mqr6gy1W,Female,2 years,"Labrador Retriever, Terrier",Brown & White,Walks alone not enough (needs running or playtime); Bully Screen; HW treated 8/28/18; lived with cats (wants to play),Lived with cats (wants to play),,,,,2018,FLRN-FD-18-1576,,Yes,,,,,,,,2016-08-25,2018-11-10,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,,807.0,Lilly (HW),Brown & White,,,"Brown, White",0.0,0.0,1.0,Mix,1.0
Gil (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13548894&key=Mqr6gy1W,Male,3 months,"Shepherd, Retriever",Black w/ White,"Puppy Screen
S/N: 1/29/19",,,,,,2018,FLRN-FD-18-1479,,Yes,,,,,,,,2018-07-25,2018-10-20,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,87.0,Gil (3 shots),Black w/ White,,,"Black W, White",0.0,0.0,1.0,Mix,1.0
Clyde,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13640376&key=Mqr6gy1W,Male,2 years,Mastiff,Black,Walks alone not enough (needs running or playtime),Did OK with shelter test,,,,,2018,FLRN-MD-18-1569,,Yes,,,,,,,,2016-10-06,2018-11-10,,,,,black,0.0,1.0,1.0,0.0,0.0,,765.0,Clyde,Black,,,Black,0.0,0.0,1.0,,0.0
Josie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13667896&key=Mqr6gy1W,Female,10 months,Labrador Retriever,Black,Walks alone not enough (needs running or playtime); lived with cats,Lived with,,,,,2018,FLUR-FD-18-1639,,Yes,,,,,,,,2017-12-14,2018-11-10,,,,,black,0.0,1.0,1.0,0.0,0.0,,331.0,Josie,Black,,,Black,0.0,0.0,1.0,,0.0
Doodle (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13667572&key=Mqr6gy1W,Male,3 months,"Terrier, Pointer",White w/ Brown,"Puppy Screen; Bully Screen
S/N: 1/15/19",,,,,,2018,FLRN-MD-18-1633,,Yes,,,,,,,,2018-07-23,2018-11-10,,,,,"white, brown",1.0,2.0,0.0,1.0,0.0,,110.0,Doodle (3 shots),White w/ Brown,,,"White W, Brown",0.0,0.0,1.0,Mix,1.0
Koa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13705817&key=Mqr6gy1W,Male,5 years,Spaniel,Fawn & White,Medium energy,,,,,,2018,KAHS-MD-18-1673,,Yes,,,,,,,,2013-10-23,2018-11-09,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,,1843.0,Koa,Fawn & White,,,"Fawn, White",0.0,0.0,1.0,Mix,1.0
Lena,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13697397&key=Mqr6gy1W,Female,1 year,Great Pyrenees,White,Walks alone not enough (needs running or playtime); commitment to socialization,,,,,,2018,MTHY-FD-18-1677,,Yes,,,,,,,,2017-10-20,2018-11-08,,,,,white,0.0,1.0,0.0,1.0,0.0,,384.0,Lena,White,,,White,0.0,0.0,1.0,,0.0
Lovey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13672326&key=Mqr6gy1W,Female,2 years,American Staffordshire Terrier,Fawn,Walks alone not enough (needs running or playtime); Bully Screen,,,,,,2018,FLUR-FD-18-1659,,Yes,,,,,,,,2016-10-16,2018-11-11,,,,,fawn,0.0,1.0,0.0,0.0,0.0,,756.0,Lovey,Fawn,,,Fawn,0.0,0.0,1.0,,0.0
Laura,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13534304&key=Mqr6gy1W,Female,8 months,Labrador Retriever,Black,Walks alone not enough (needs running or playtime); bully warning,,,,,,2018,FLRN-FD-18-1462,,Yes,,,,,,,,2017-09-10,2018-11-11,,,,,black,0.0,1.0,1.0,0.0,0.0,,427.0,Laura,Black,,,Black,0.0,0.0,1.0,,0.0
Zippy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13670196&key=Mqr6gy1W,Male,2 years,Shepherd,Black & Tan,Walks alone not enough (needs running or playtime); no cats,No,,,,,2018,FLUR-MD-18-1670,,Yes,,,,,,,,2016-10-14,2018-11-11,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,758.0,Zippy,Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Chico,http://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13525859&key=Mqr6gy1W,Male,1.5 years,American Staffordshire Terrier,Grey and White,Walks alone not enough (needs running or playtime); Bully Screen,,,,,,2018,OTHR-MD-18-1491,,Yes,,,,,,,,,,,,,,"grey, white",1.0,2.0,0.0,1.0,0.0,,,Chico,Grey and White,,,Grey And White,0.0,0.0,1.0,,0.0
Charity (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13536670&key=Mqr6gy1W,Female,2 years,Labrador Retriever,Red,New this week; Labrador mix; HW treated 10/9/18,,,,,,2018,FLRN-FD-18-1701,,Yes,,,,,,,,2016-09-12,2018-11-11,,,,,red,0.0,1.0,0.0,0.0,0.0,,790.0,Charity (HW),Red,,,Red,0.0,0.0,1.0,,0.0
Manny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13745673&key=Mqr6gy1W,Male,2 years,Terrier,Yellow,New this week; Terrier mix,,,,,,2018,FLRN-MD-18-1708,,Yes,,,,,,,,2016-11-02,2018-11-11,,,,,yellow,0.0,1.0,0.0,0.0,1.0,,739.0,Manny,Yellow,,,Yellow,0.0,0.0,1.0,,0.0
Sophia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13756422&key=Mqr6gy1W,Female,9 months,"Labrador Retriever, Beagle",Tan & White,New this week; Labrador Retriever/Beagle mix,,,,,,2018,FLRN-FD-18-1740,,Yes,,,,,,,,2018-02-01,2018-11-11,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,,283.0,Sophia,Tan & White,,,"Tan, White",0.0,0.0,1.0,Mix,1.0
Tiger,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13746102&key=Mqr6gy1W,Female,1 year,Shepherd,Brindle,New this week; Shepherd mix,,,,,,2018,FLRN-FD-18-1723,,Yes,,,,,,,,2017-11-01,2018-11-11,,,,,brindle,0.0,1.0,0.0,0.0,0.0,,375.0,Tiger,Brindle,,,Brindle,0.0,0.0,1.0,,0.0
Alaska (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13535621&key=Mqr6gy1W,Female,4 months,Shepherd,Black and White,"Puppy Screen
S/N: 12/21/18",,,,,,2018,FLRN-MD-18-1443,,Yes,,,,,,,,2018-07-02,2018-09-30,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,90.0,Alaska (3 shots),Black and White,,,Black And White,0.0,0.0,1.0,,0.0
Riddle (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13805627&key=Mqr6gy1W,Male,2 months,Labrador Retriever,Brown,"Puppy Screen
S/N: 3/15/19",,,,,,2018,FLRN-MD-18-1801,,Yes,,,,,,,,2018-09-19,2018-12-16,,,,,brown,0.0,1.0,0.0,0.0,0.0,,88.0,Riddle (3 shots),Brown,,,Brown,0.0,0.0,1.0,,0.0
Waggs (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13667578&key=Mqr6gy1W,Female,4 months,Labrador Retriever,Black,"Puppy Screen
S/N: 1/7/19",,,,,,2018,FLRN-FD-18-1647,,Yes,,,,,,,,2018-07-16,2018-12-16,,,,,black,0.0,1.0,1.0,0.0,0.0,,153.0,Waggs (3 shots),Black,,,Black,0.0,0.0,1.0,,0.0
Tinkerbell (3 shots),,Female,4 months,"Labrador Retriever, Pointer",Black w/ White Patch,"Puppy Screen
S/N: 12/7/19",,,,,,2018,PRCO-FD-18-1685,,Yes,,,,,,,,2018-06-15,2018-11-11,,,,,"black, white patch",1.0,2.0,1.0,1.0,0.0,,149.0,Tinkerbell (3 shots),Black w/ White Patch,,,"Black W, White Patch",0.0,0.0,1.0,Mix,1.0
Thumper (3 shots),,Male,4 months,"Labrador Retriever, Pointer",Brindle w/ White,"Puppy Screen
S/N: 12/7/19",,,,,,2018,PRCO-MD-18-1682,,Yes,,,,,,,,2018-06-15,2018-11-09,,,,,"brindle, white",1.0,2.0,0.0,1.0,0.0,,147.0,Thumper (3 shots),Brindle w/ White,,,"Brindle W, White",0.0,0.0,1.0,Mix,1.0
Wren,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13753711&key=Mqr6gy1W,Male,5 months,Shepherd,Black & Tan,Walks alone not enough (needs running or playtime); 5 month old puppy,,,,,,2018,FLRN-FD-18-1726,,Yes,,,,,,,,2018-06-06,2018-11-13,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,160.0,Wren,Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Dallas,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13749396&key=Mqr6gy1W,Male,5 years,Beagle,Tan,Medium energy,,,,,,2018,FLRN-MD-18-1704,,Yes,,,,,,,,2013-11-01,2018-11-17,,,,,tan,0.0,1.0,0.0,0.0,1.0,,1842.0,Dallas,Tan,,,Tan,0.0,0.0,1.0,,0.0
Kaia,,Female,1 year,Terrier,Black,Walks alone not enough (needs running or playtime); lived with cats,Lived with,,,,,2018,FLRN-FD-18-1736,,Yes,,,,,,,,2017-11-05,2018-11-16,,,,,black,0.0,1.0,1.0,0.0,0.0,,376.0,Kaia,Black,,,Black,0.0,0.0,1.0,,0.0
Fortune,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13741558&key=Mqr6gy1W,Female,1 year,"Maltese, Terrier",Yellow,Walks alone not enough (needs running or playtime),,,,,,2018,FLRN-FD-18-1705,,Yes,,,,,,,,2017-11-02,2018-11-18,,,,,yellow,0.0,1.0,0.0,0.0,1.0,,381.0,Fortune,Yellow,,,Yellow,0.0,0.0,1.0,,0.0
Hobbs,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13621510&key=Mqr6gy1W,Male,1 year,Labrador Retriever,Black,High energy; walks alone not enough (needs running or playtime); did OK with shelter cat test,Did OK with shelter test,,,,,2018,FLRN-MD-18-1573,,Yes,,,,,,,,2017-09-27,2018-11-17,,,,,black,0.0,1.0,1.0,0.0,0.0,,416.0,Hobbs,Black,,,Black,0.0,0.0,1.0,,0.0
Sadie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13074139&key=Mqr6gy1W,Female,3 years,Labrador Retriever,Orange and White,Walks alone not enough (needs running and playtime); needs socialization and 2nd dog required; can jump 7ft fence,,,,,,2018,SAPA-FD-18-0899,,REQUIRED,,,,,,,,2015-05-25,2018-11-17,,,,,"orange, white",1.0,2.0,0.0,1.0,0.0,,1272.0,Sadie,Orange and White,,,Orange And White,0.0,0.0,1.0,,0.0
Jaymie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13324817&key=Mqr6gy1W,Female,2 years,Labrador Retriever,Chocolate w/ White Patch,Walks alone not enough (needs running or playtime); can jump 6 ft fence; HW treated 7/30/18,,,,,,2018,FLRN-FD-18-1635,,Yes,,,,,,,,2016-07-21,2018-11-17,,,,,"chocolate, white patch",1.0,2.0,0.0,1.0,0.0,,849.0,Jaymie (HW),Chocolate w/ White Patch,,,"Chocolate W, White Patch",0.0,0.0,1.0,Mix,1.0
Willa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13753888&key=Mqr6gy1W,Female,8 months,"Boston Terrier, Shepherd",Black & White,Walks alone not enough (needs running or playtime); lived with cats; Doxy - 50mg 2x/day for 7 days (KC),Lived with cats,,,,,2018,FLRN-FD-18-1725,,Yes,,,,,,,,2018-03-06,2018-11-18,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,257.0,Willa,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Wakabi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13695117&key=Mqr6gy1W,Female,7 months,Shepherd,Brown w/ Black,Walks alone not enough (needs running or playtime),,,,,,2018,SOID-FD-18-1657,,Yes,,,,,,,,2018-04-22,2018-11-18,,,,,"brown, black",1.0,2.0,1.0,0.0,0.0,,210.0,Wakabi,Brown w/ Black,,,"Brown W, Black",0.0,0.0,1.0,Mix,1.0
Pan (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13729844&key=Mqr6gy1W,Male,4 months,Australian Shepherd,Black & Tan,"Puppy Screen; lived with kids
S/N: 1/1/19",Yes,,,,,2018,FLRN-MD-18-1737,,Yes,,,,,,,,2018-06-23,2018-11-18,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,148.0,Pan (2 shots),Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Smith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13720933&key=Mqr6gy1W,Male,6 months,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime); 6 month old puppy; being treated for demodex,,,,,,2018,FLRN-MD-18-1721,,Yes,,,,,,,,2018-05-26,2018-11-18,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,176.0,Smith,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Jase (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13690686&key=Mqr6gy1W,Male,3 months,Labrador Retriever,Black and White,"Puppy Screen; lived with cats
S/N: 2/1/19",Lived with,,,,,2018,FLRN-MD-18-1661,,Yes,,,,,,,,2018-08-06,2018-11-18,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,104.0,Jase (2 shots),Black and White,,,Black And White,0.0,0.0,1.0,,0.0
Dottie (2 shots),,Female,8 weeks,"Shepherd, Pointer",White w/ Black,"Puppy Screen
S/N: 4/7/19",,,,,,2018,FLRN-FD-18-1734,,Yes,,,,,,,,2018-09-11,2018-11-16,,,,,"white, black",1.0,2.0,1.0,1.0,0.0,,66.0,Dottie (2 shots),White w/ Black,,,"White W, Black",0.0,0.0,1.0,Mix,1.0
Cassidy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13745413&key=Mqr6gy1W,Female,5 months,"Shepherd, Wire-haired Terrier",Black & Tan,Walks alone not enough (needs running or playtime); 5 month old puppy,,,,,,2018,FLRN-FD-18-1700,,Yes,,,,,,,,2018-06-02,,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,1280.0,Cassidy,Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Kobe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13596383&key=Mqr6gy1W,Male,1 year,"Bulldog, Terrier",Black and White,Walks alone not enough (needs running or playtime); Bully Screen,,,,,,2018,MTHY-MD-18-1493,,Yes,,,,,,,,2017-09-26,2018-11-21,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,421.0,Kobe,Black and White,,,Black And White,0.0,0.0,1.0,,0.0
Surf,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13702946&key=Mqr6gy1W,Female,9 months,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime),,,,,,2018,FLRN-FD-18-1722,,Yes,,,,,,,,2018-01-26,2018-11-19,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,297.0,Surf,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Dash (2 shots),,Male,8 weeks,"Shepherd, Pointer",Brindle & White,"Puppy Screen
S/N: 4/7/19",,,,,,2018,FLRN-MD-18-1730,,Yes,,,,,,,,2018-09-11,2018-11-20,,,,,"brindle, white",1.0,2.0,0.0,1.0,0.0,,70.0,Dash (2 shots),Brindle & White,,,"Brindle, White",0.0,0.0,1.0,Mix,1.0
Delta (2 shots),,Male,8 weeks,"Shepherd, Pointer",Brindle & White,"Puppy Screen
S/N: 4/7/19",,,,,,2018,FLRN-MD-18-1731,,Yes,,,,,,,,2018-09-11,2018-11-19,,,,,"brindle, white",1.0,2.0,0.0,1.0,0.0,,69.0,Delta (2 shots),Brindle & White,,,"Brindle, White",0.0,0.0,1.0,Mix,1.0
Turf,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13704884&key=Mqr6gy1W,Male,9 months,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime),,,,,,2018,FLRN-MD-18-1724,,Yes,,,,,,,,2018-01-26,2018-11-24,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,302.0,Turf,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Van Heusen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13747417&key=Mqr6gy1W,Male,5 years,Puggle,Tri-color,Medium energy,,,,,,2018,MTHY-MD-18-1745,,Yes,,,,,,,,2013-05-04,2018-11-25,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,,2031.0,Van Heusen,Tri-color,,,Tri-Color,0.0,0.0,1.0,,0.0
Scorpio,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13697153&key=Mqr6gy1W,Male,1 year,Shepherd,Black & Tan,Very high energy; Walks alone not enough (needs running or playtime); Doxy - 100mg 2x/day for Kennel cough,,,,,,2018,MTHY-MD-18-1678,,Yes,,,,,,,,2017-10-20,2018-11-25,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,401.0,Scorpio,Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Cleo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13704797&key=Mqr6gy1W,Female,1 year,Labrador Retriever,Black & White,Walks alone not enough (needs running or playtime),,,,,,2018,FLRN-FD-18-1702,,Yes,,,,,,,,2017-10-25,2018-11-25,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,,396.0,Cleo,Black & White,,,"Black, White",0.0,0.0,1.0,Mix,1.0
Leo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13697417&key=Mqr6gy1W,Male,1 year,Great Pyrenees,White,Walks alone not enough (needs running or playtime),,,,,,2018,MTHY-MD-18-1747,,Yes,,,,,,,,2017-10-20,2018-11-25,,,,,white,0.0,1.0,0.0,1.0,0.0,,401.0,Leo,White,,,White,0.0,0.0,1.0,,0.0
Schroeder,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13748275&key=Mqr6gy1W,Male,1.5 years,"Miniature Pinscher, Chihuahua",Black & Tan,Walks alone not enough (needs running or playtime); 2nd dog required (shy); needs leash training; caution with kids who might let him escpae,,Lived with,,,,2018,MTHY-MD-18-1744,,REQUIRED,,,,,,,,2018-05-04,2018-11-25,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,,205.0,Schroeder,Black & Tan,,,"Black, Tan",0.0,0.0,1.0,Mix,1.0
Buddy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9273786&key=Mqr6gy1W,Male,3 years,German Shepherd,Tan & Black,Walks alone not enough (needs running or playtime); good with kids; returned for housebreaking issues,,Yes,,,,2018,GLTR-MD-15-1034,,Yes,,,,,No,,,,2018-11-25,Mix,months,,Yes,"tan, black",1.0,2.0,1.0,0.0,1.0,,,Buddy,Tan & Black,,Mix,"Tan, Black",0.0,0.0,1.0,Mix,1.0
Polo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=13753714&key=Mqr6gy1W,Male,5 months,Hound,Tri-color,Walks alone not enough (needs running or playtime); caution on apartments due to breed; 5 month old puppy; Cephalexin - 250mg 2x/day for 7 days,,,,,,2018,FLRN-MD-18-1717,,Yes,,,,,,,,2018-05-26,2018-11-25,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,,183.0,Polo,Tri-color,,,Tri-Color,0.0,0.0,1.0,,0.0
