LDAR Name,LDAR ID #,Reason for Return,Status,Behavior with Dogs,Behavior with Cats,Behavior with Kids,Behavior in Crate,Energy Level,Socialization / Daycare,Vetting,Preventatives Date,Date of Adoption,Trial Adoption,Has the animal been returned before?,Previous Return Information,Date of Returns Email Sent,Date of Returns Packet,Timeline for Return,Plan for Return,Return or Rehome/Surrender,Month Returned,year,Dog info,6 Month +,Year Adopted,Date Returned,Date Returns Packet Sent,Current Status,Link,Return Category,DOG/CAT,Trainer Eval Req,Other Info,Outcome,Plan for return?,Date of Contact,Primary Reason,Vet Rec Rec'd,Date Monthly Med,Vetting Needed
Ms. Layla,New,Anxious and around 18 MO in ouse.,"10/24 - Rehome packet submitted 
10/25 - Attending Sunday as a rehome
REHOME
12/21 - ADOPTED","GOod, can bark",No,Great with older kids,,Active,,"UTD, has allergies and sensitivity to some food",2019-10-15 00:00:00,,No,,,2019-10-17 00:00:00,2019-10-24 00:00:00,REHOME,REHOME,Rehome,Dec,2019,F/7MO/50lbs/AusShepMix,Adult,,,,,,Owner Surrender,Dog,,,,,,,,,
Inspector Gadget,HERT-MD-19-0197,"Can not give care/exercise needed, is not integrating with resident cat","10/9 - Reached out for return, survey sent
 10/18 - Received documents, need medical records
10/21 - Submitted for med review
10/22 - Packet
10/15 - coming on Sunday as a rehome
12/22 - ADOPTED",Great ,"Not integrating well with resident cat, cat tested priori",Great,Good,High,"Good at daycare, dog parks",UTD,2019-10-01 00:00:00,2019-02-01 00:00:00,No,No,,2019-10-09 00:00:00,2019-10-22 00:00:00,REHOME,REHOME,Rehome,Dec,2019,M/2YO/77lbs/LabMix,Adult,2019.0,,,,,Animal Mgmt,Dog,,,,,,,,,
Cinderella,HERT-FD-17-1431,Older dog is not accepting the new pup.,,,,,,,,,,2017-11-06 00:00:00,,,,,,,,RETURN,JAN,2018,F/6MO/40lbs/Lab Mix,YES,2017.0,"Returns submitted, scheduled for Sunday",,,,Integration with other animals,Dog,,,,,,,,,
Kharma,FLRN-FD-17-1154,"Dog is periodically reactive to people, pending training report",,,,,,,,,,2017-09-09 00:00:00,,,,2017-11-24 00:00:00,,,,RETURN,JAN,2018,F/2YO/45lbs/ShepMix,YES,2017.0,Returned 1/7/2018,,11/24 - Sent return email,https://rover.luckydogdc.org/animal/flrn-fd-17-1154/1424,Reactive,Dog,,,,,,,,,
Adalay,GLTR-FD-17-1723,"Dog has separation anxiety, condo building is threatening eviction",,,,,,,,,,2017-12-13 00:00:00,,,,2017-01-04 00:00:00,,,,RETURN,JAN,2018,F/9MO/35lbs/Shep Mix,YES,2017.0,Returned 1/7/2018,,Pending rabies certificate,,Seperation Anxiety,Dog,,,,,,,,,
August,FLRN-MD-17-0425,Dog bit 5 YO daughter unprovoked and is not integrating with the cat. ,,,,,,,,,,2017-11-07 00:00:00,,,,2018-01-07 00:00:00,,,,RETURN,JAN,2018,M/11MO/51lbs/LabMix,YES,2017.0,Packet Submitted,,,https://rover.luckydogdc.org/animal/flrn-md-17-0425/697,Kids,Dog,,,,,,,,,
Browning,FLRN-MD-17-1770,Browning and resident dog are not integrating,,,,,,,,,,2018-01-08 00:00:00,,,,2018-01-14 00:00:00,,,,RETURN,JAN,2018,M/13WKS/18lbs/BeagleMix,NO,2018.0,Returned to Tanya,,,https://rover.luckydogdc.org/animal/flrn-md-17-1770/2065,Integration with other animals,Dog,,,,,,,,,
Handsome,FLRN-MD-15-0241,Not doing well with the now toddler.,,,,,,,,,,2015-03-01 00:00:00,,,,,,,,RETURN,JAN,2018,M/4.5YO/58lbs/ShepMix,YES,2015.0,Scheduled 1/19/2018 at BH - Annie to meet,,Pending return,https://rover.luckydogdc.org/animal/flrn-md-15-0241/2151,Kids,Dog,,,,,,,,,
Pyper,MTHY-FD-17-1462,Separation anxiety and barking,,,,,,,,,,2017-10-28 00:00:00,,,,2018-01-12 00:00:00,,,,RETURN,JAN,2018,F/3YO/52lbs/Shep Mix,YES,2017.0,"REHOME - event 1 1/21/2018, Liz to meet",,Sent a follow up email on 1/14 for returns survey,https://rover.luckydogdc.org/animal/mthy-fd-17-1462/1745,Seperation Anxiety,Dog,,,,,,,,,
Babs,FLRN-FD-16-0899,Family is relocating to New Zealand and can not take dog,,,,,,,,,,2016-09-01 00:00:00,,,,2018-01-14 00:00:00,,,,RETURN,JAN,2018,F/18MO/40lbs/ShepMix,YES,2016.0,Scheduled 1/21/2018 at event - Liz to meet,,,Not posted,Moving,Dog,,,,,,,,,
Hoss,FLRN-MD-17-0349,Dog snapped at family and wife is now scared of the dog.  Has been doing training. ,,,,,,,,,,2017-05-01 00:00:00,,,,2017-10-28 00:00:00,,,,RETURN,JAN,2018,M/1.5YO/48lbs/Pit Mix,YES,2017.0,Pending Foster,2017-11-02 00:00:00,"10/30 - Need updated HW test
11/1 - Receied updated vet records with test",https://rover.luckydogdc.org/animal/flrn-md-17-0349/574,Aggression,Dog,,,,,,,,,
Kiki,OTHR-FD-17-0271,"Family emergency, moving to Florida, needs to return",,,,,,,,,,2017-02-25 00:00:00,,,,,,,,RETURN,JAN,2018,F/3YO/25lbs/Terrier Mix,YES,2017.0,Submitted,2018-01-23 00:00:00,Sent a follow up email on 1/14 for vet records,https://rover.luckydogdc.org/animal/othr-fd-17-0271/498,Moving,Dog,,,,,,,,,
Cole,MTCO-MD-17-0753,Dog is going after cat,,,,,,,,,,2017-07-08 00:00:00,,,,2018-01-26 00:00:00,,,,RETURN,FEB,2018,M/2.5YO/14lbs/MinPinMix,YES,2017.0,"Scheduled for Wednesday, 12 noon return to Wagtime, Arielle to meet",2018-02-01 00:00:00,Submitted,,Integration with other animals,Dog,,,,,,,,,
Maxwell,KINS-MD-18-0062,Dog has speration anxiety and should not be alone in a condo. ,,,,,,,,,,2018,,,,,,,,RETURN,FEB,2018,M/1YO/65lbs/LabPitMix,YES,2018.0,Pending Ruff House,,,https://rover.luckydogdc.org/animal/kins-md-18-0062/2150,Seperation Anxiety,Dog,,,,,,,,,
Casa,KINS-FD-18-0159,"Too high energy, needs training",,,,,,,,,,2018,,,,,,,,RETURN,FEB,2018,F/9MO/38lbs/ShepMix,YES,2018.0,Returned to BH,,,https://rover.luckydogdc.org/animal/kins-fd-18-0159/2260,Energy,Dog,,,,,,,,,
Luigi,MTHY-MD-18-0218,Adopter has a high level of anxiety with dog.,,,,,,,,,,2018-02-10 00:00:00,,,,2018-02-19 00:00:00,,,,RETURN,FEB,2018,M/3YO/41/lbs/Terrier,YES,2018.0,Return Scheduled - 2/25 at Rockville,2018-02-22 00:00:00,**Trial adoption,https://rover.luckydogdc.org/animal/mthy-md-18-0218/2355,Medical,Dog,,,,,,,,,
Ruger,MTHY-MD-18-0221,Incompatability with existing dog.,,,,,,,,,,2018-02-10 00:00:00,,,,2018-02-21 00:00:00,,,,RETURN,FEB,2018,M/1YO/40lbs/Shep Mix,YES,2018.0,Return Scheduled - 2/25 at Rockville,2018-02-23 00:00:00,,https://rover.luckydogdc.org/animal/mthy-md-18-0221/2358,Integration with other animals,Dog,,,,,,,,,
Clyde,FLRN-MD-18-0224,Aggressive towards resident cat.,,,,,,,,,,2018-02-18 00:00:00,,,,2018-02-23 00:00:00,,,,RETURN,FEB,2018,M/2YO/48lbs/LabMix,YES,2018.0,Submitted - 2/24,2018-02-24 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-0224/2340,Integration with other animals,Dog,,,,,,,,,
Rascal,FLRN-MD-17-1163,"Moving, can not / will not bring the dog with her. ",,,,,,,,,,2018-02-26 00:00:00,,,,2018-02-27 00:00:00,,,,RETURN,FEB,2018,M/8YO/20lbs/shih tzu,YES,2018.0,Survey Sent,,,,Moving,Dog,,,,,,,,,
Lincoln,FLRN-MD-18-0025," Lincoln exhibits too much puppy energy. Lincoln jumps and nips, and with kids in the home, they say this isn't sustainable.",,,,,,,,,,2018-02-26 00:00:00,,,,2018-02-27 00:00:00,,,,RETURN,MARCH,2018,M/2YO/40lbs/LabMix,YES,2018.0,Returned scheduled - 3/4,,,https://rover.luckydogdc.org/animal/flrn-md-18-0025/2114,Energy,Dog,,,,,,,,,
Dante,FLRN-MD-18-0286,"Leash reactivity, no training or obedience.  Adopter not willing to work with him.",,,,,,,,,,2018,,,,2018-03-12 00:00:00,,,,RETURN,MARCH,2018,M/2YO/33lbs/Lab Mix,YES,2018.0,Returned 3/19,,3/12 - notified of return,,Reactive,Dog,,,,,,,,,
Pudge,MTHY-MD-17-0187,"Adopter not able to care for dog, notified by adopters mom",,,,,,,,,,2017-04-30 00:00:00,,,,2018-03-18 00:00:00,,,,RETURN,MARCH,2018,M/4YO/81lbs/LabMix,YES,2017.0,Packet Submitted,2018-03-19 00:00:00,,,Medical,Dog,,,,,,,,,
Runt,FLRN-MD-18-0302,"Claims dog is aggressive, will not work with him.  Seems to be a bit toy possessive. ",,,,,,,,,,2/29/2018,,,,2018-03-20 00:00:00,,,,RETURN,MARCH,2018,MD/1YO/12lbs/PugTerrierMix,YES,2018.0,Returned 3/21,2018-03-20 00:00:00,"3/20 - Emailed about biting issues, appears that the dog is being held in the cage 24/7",https://rover.luckydogdc.org/animal/flrn-md-18-0302/2429,Reactive,Dog,,,,,,,,,
Geoffry,FLRN-MD-15-0307,"Scared of men, can bite / nip",,,,,,,,,,2015-03-01 00:00:00,,,,2018-03-07 00:00:00,,,,RETURN,MARCH,2018,M/6YO/6lbs/YorkiePoo,YES,2015.0,Returned 3/25,2018-03-16 00:00:00,"3/21 - Recieved evaluation, pending foster spot",,Reactive to People,Dog,,,,,,,,,
Coors,FLRN-MD-18-0374,Adopters are overwhelmed.,,,,,,,,,,2018,,,,2018-03-18 00:00:00,,,,RETURN,MARCH,2018,M/11MO/35lbs/LabMix,YES,2018.0,Returned 3/25,,3/17 - Notified of return,,Prepared,Dog,,,,,,,,,
Marilyn,PRCO-FD-18-0082,Not doing well with people which is causing challenges with the owners work.,,,,,,,,,,2018-02-23 00:00:00,,,,2018-03-21 00:00:00,,,,RETURN,MARCH,2018,F/5YO/34lbs/Spaniel Mix,YES,2018.0,Pending Return TODAY 3/26,2018-03-23 00:00:00,,,Reactive,Dog,,,,,,,,,
Wesley,FLRN-MD-18-0392,Can not provide the attention he deserves.,,,,,,,,,,2018-03-18 00:00:00,,,,2018-03-22 00:00:00,,,,RETURN,MARCH,2018,MD/2YO/30lbs/Beagle,YES,2018.0,Returned 3/25,2018-03-23 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-0392/2497,Prepared,Dog,,,,,,,,,
Aspen,MTHY-FD-15-0214,Aspen requires too much time and money. NO ISSUES WITH DOG. ,,,,,,,,,,2015-03-01 00:00:00,,,,2018-03-02 00:00:00,,,,RETURN,MARCH,2018,F/3YO/42lbs/LabMix,YES,2015.0,Returned 3/25,2018-03-23 00:00:00,,,Finanical,Dog,,,,,,,,,
Ava,FRKN-FD-18-0478,"Adopter can't exercise the dog due to knee surgery, had to return immediately due to family emergency",,,,,,,,,,2018-03-24 00:00:00,,,,2018-03-26 00:00:00,,,,RETURN,MARCH,2018,F/1YO/37lbs/LabMix,YES,2018.0,Returned,2018-03-27 00:00:00,,https://rover.luckydogdc.org/animal/frkn-fd-18-0478/2647,Prepared,Dog,,,,,,,,,
Bufa,PRCO-MD-18-0070,	The dog has been aggressive toward our cats and our autistic son,,,,,,,,,,2018,,,,,,,,RETURN,APRIL,2018,	M/3YO/45lbs/Pit Mix,yes,2018.0,Returned,,,https://rover.luckydogdc.org/animal/prco-md-18-0070/2159,Integration with other animals,Dog,,,,,,,,,
Piglet,MTHY-MD-15-0024,"Potential aggression to granddaughter, two incidents. ",,,,,,,,,,2018-03-02 00:00:00,,,,2018-03-30 00:00:00,,,,RETURN,APRIL,2018,M/3YO/ls70b/RetrieverLabMix,YES,2018.0,Returned,2018-04-02 00:00:00,,https://rover.luckydogdc.org/animal/mthy-md-15-0024/1495,Aggression,Dog,,,,,,,,,
Cayey,PRCO-MD-18-0486,Cayey and resident dog are fighting,,,,,,,,,,2018-04-01 00:00:00,,,,,,,,RETURN,APRIL,2018,M/4MO/12lbs/Lab Mix,NO,2018.0,Returned,,,,Integration with other animals,Dog,,,,,,,,,
Marcus,FLRN-MD-18-0473,"can't keep up with the amount of attention, affection, and activity he needs",,,,,,,,,,2018-03-24 00:00:00,,,,2018-04-03 00:00:00,,,,Return,APRIL,2018,M/2YO/37lbs/Spaniel Mix,Yes,2018.0,Pending Vet Response,2018-04-10 00:00:00,"4/2 - Notified of return
4/3 - Started return
4/5 - FU regarding paperwork (none recieved yet)
4/9 - Additional FU message to adopter",https://rover.luckydogdc.org/animal/flrn-md-18-0473/2491,Energy,Dog,,,,,,,,,
Puddles,FLRN-MD-18-0468,He is really aggressive toward our other dog and is better suited in a home as a single dog. It's really not working out and leading to a dangerous situation. He is a great dog but just not in this situation.,,,,,,,,,,2018-03-25 00:00:00,,,,2018-04-11 00:00:00,,,,Return,APRIL,2018,M/5MO/27lbs/BeagleMix,No,2018.0,Packed Submitted,2018-04-12 00:00:00,4/7 - Reached out regarding return,https://rover.luckydogdc.org/animal/flrn-md-18-0468/2608,Integration with resident dog,Dog,,,,,,,,,
Lil Sirena,PRCO-MD-18-0527,Decided he's not ready for a puppy.,,,,,,,,,,2018-04-15 00:00:00,,,,2018-04-16 00:00:00,,,,Return,APRIL,2018,M/4MO/8lbs/Chi,No,2018.0,Returned 4/18,2018-04-17 00:00:00,,,Prepared,Dog,,,,,,,,,
Diamond,GLTR-FD-16-0156,Owner is moving to NYC and can't find an apartment that will allow Diamond. ,,,,,,,,,,2018-03-26 00:00:00,,,,2018-04-12 00:00:00,,,,Return,APRIL,2018,F/3YO/63lbs/LabMix,Yes,2016.0,Returnned 4/19,2018-04-16 00:00:00,,,Moving,Dog,,,,,,,,,
Princess,PRCO-FD-18-0535,Owner is allergic to princess and is breaking out.,,,,,,,,,,2018-04-08 00:00:00,,,,2018-04-12 00:00:00,,,,Return,APRIL,2018,F/1YO/8lbs/Chi Mix,Yes,2018.0,Returned 4/22,2018-04-19 00:00:00,,https://rover.luckydogdc.org/animal/prco-fd-18-princess/2662,Medical,Dog,,,,,,,,,
Andy,FLRN-MD-17-0710,Aggressive towards men. ,,,,,,,,,,2017-08-08 00:00:00,,,,2018-04-12 00:00:00,,,,Return,April,2018,M/2YO/66lbs/ShepMix,Yes,2017.0,Returned 4/29,2018-04-23 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-17-0710/956,Aggression,Dog,,,,,,,,,
Lola,PRCO-FD-18-0081,Separation anxiety and protective behaviors of wife. ,,,,,,,,,,2018-01-27 00:00:00,,,,2018-02-15 00:00:00,,,,Return,May,2018,F/4YO/37lbs/Bull Terrier,Yes,2018.0,Returned 5/6,2018-02-20 00:00:00,2/19 - Sent additional follow up,https://rover.luckydogdc.org/animal/prco-fd-18-0081/2165,Seperation Anxiety,Dog,,,,,,,,,
Leia,PRCO-FD-18-0524,"Adopter not willing to work with her, says he can't provide her with the care / attention she needs.",,,,,,,,,,2018-04-19 00:00:00,,,,2018-04-26 00:00:00,,,,Return,May,2018,F/2YO/29lbs/Terrier Mix,Yes,2018.0,Returned 5/5,2018-04-29 00:00:00,,https://rover.luckydogdc.org/animal/prco-fd-18-0524/2666,Prepared,Dog,,,,,,,,,
Judy,KINS-FD-16-0397,"His wife was recently diagnosed with dementia and they're in the midst of moving to an assisted living facility, and they cannot bring her with them.",,,,,,,,,,2016-04-01 00:00:00,,,,2018-05-01 00:00:00,,,,Return,May,2018,F/5YO/45lbs/HoundMix,Yes,2016.0,Returned 5/3,2018-05-02 00:00:00,5/1 - Called to notify of need to return,,Medical,Dog,,,,,,,,,
Titan,HERT-MD-18-0659,Adopter believes the dog is in danger with her other dog. ,,,,,,,,,,2018-05-05 00:00:00,,,,,,,,Return,May,2018,M/9Weeks/3lbs/ChiMix,No,2018.0,"Returned, 5/6",,,https://rover.luckydogdc.org/animal/hert-md-18-0659/2806,Integration with other animals,Dog,,,,,,,,,
Fancy,MTHY-FD-17-1570,Adopter is moving and can no longer care for her. ,,,,,,,,,,2017-11-01 00:00:00,,,,2018-04-09 00:00:00,,,,Return,May,2018,F/1YO/10lbs/CavKing,Yes,2017.0,"Returned 5/3, Adopted",2018-04-10 00:00:00,4/8 - Notified of return,https://rover.luckydogdc.org/animal/mthy-fd-17-1570/1840,Moving,Dog,,,,,,,,,
Hero,FLRN-MD-17-0581,Dog reacted to child getting in his face. ,,,,,,,,,,2018-03-01 00:00:00,,,,2018-05-05 00:00:00,,,,Return,May,2018,M/2YO/53lbs/Shep Mix,Yes,2018.0,Returned to Ruff House - 5/7,2018-05-07 00:00:00,4/23/2018 - notified of return,https://rover.luckydogdc.org/animal/flrn-md-17-1236/1522,Kids,Dog,,,,,,,,,
Buffy,FLRN-FD-18-0584,Dog integration with existing dog,,,,,,,,,,2018-05-06 00:00:00,,,,2018-05-08 00:00:00,,,,Return,May,2018,F/10MO/19lbs/Beagle Mix,YES,2018.0,Returned to Wagtime - 5/11,2018-05-09 00:00:00,,https://rover.luckydogdc.org/animal/flrn-fd-18-0584/2686,Integration with other animals,Dog,,,,,,,,,
Sandal,FLRN-FD-15-1077,Mike and Alexis adopted a dog 2.5 years ago from LDAR.  They now have twin infants and want to have a safe environment for them.  Also moving in 2 weeks.,,,,,,,,,,2015-11-01 00:00:00,,,,2018-05-06 00:00:00,,,,Return,May,2018,F/2YO/65lbs/ShepMix,Yes,2015.0,Returned - 5/14,2018-05-11 00:00:00,"5/9 - Pending vet records, anticipated by Friday",,Kids,Dog,,,,,,,,,
Saul,FLRN-MD-17-1490,Anxiety in current situation,,,,,,,,,,2017-11-11 00:00:00,,,,2018-05-06 00:00:00,,,,Return,May,2018,M/1.5YO/42lbs/LabMix,Yes,2017.0,Returned - 5/20,2018-05-12 00:00:00,5/5 - Audrey reached out for training eval,https://rover.luckydogdc.org/animal/flrn-md-17-1490/1793,Separation Anxiety,Dog,,,,,,,,,
Little Walnut,FRKN-MD-18-0541,Owner can not manage a puppy with change to home life,,,,,,,,,,2018-04-22 00:00:00,,,,2018-05-20 00:00:00,,,,Return,May,2018,M/4MO/12lbs/LabMix,No,2018.0,Returned - 5/22 to Sue C.,2018-05-21 00:00:00,,https://rover.luckydogdc.org/animal/frkn-md-18-0541/2714,Prepared,Dog,,,,,,,,,
Nemo,MTHY-MD-18-0561,"Dog bit adopter, training eval done",,,,,,,,,,,,,,,,,,Return,May,2018,M/2YO/14lbs/Chi Mix,YES,2018.0,Returned 5/23 to BH,2018-05-22 00:00:00,,https://rover.luckydogdc.org/animal/mthy-md-18-0561/2712,Aggression,Dog,,,,,,,,,
Joanie,FLRN-FD-18-0770,Adopter can't manage two dogs.,,,,,,,,,,2018-05-20 00:00:00,,,,2018-05-21 00:00:00,,,,Return,MAY,2018,F/1YO/50lbs/Lab Mix,Yes,2018.0,Returned 5/30 - ADOPTED,,,https://rover.luckydogdc.org/animal/flrn-fd-18-0770/2913,Prepared,Dog,,,,,,,,,
Dickens,MTNHRY-MD-12-1250,Adopter can no longer care for the dogs due to need to care for parents. ,,,,,,,,,,2013-01-01 00:00:00,,,,2018-04-09 00:00:00,,,,Return,JUNE,2018,M/6YO/17lbs/PoodleMix,Yes,2013.0,Returned 6/3 - ADOPTED,2018-05-23 00:00:00,"4/11 - Sent another follow up 
4/29 - Sent follow up",,Medical,Dog,,,,,,,,,
Chessie,MTHY-FD-14-0127,Adopter can no longer care for the dogs due to need to care for parents. Chessie has a broken paw that needs rehab. ,,,,,,,,,,2014-01-01 00:00:00,,,,2018-04-09 00:00:00,,,,Return,JUNE,2018,F/8YO/20lbs/Carin Terrier Mix,Yes,2014.0,Returned 6/3 - ADOPTED,2018-05-23 00:00:00,"4/11 - Sent another follow up 
4/29 - Sent follow up",,Medical,Dog,,,,,,,,,
Irving,PRCO-MD-18-0789,Too much time to care for the puppy,,,,,,,,,,2018-05-27 00:00:00,,,,2018-06-02 00:00:00,,,,Return,JUNE,2018,M/9Weeks/6lbs/Chi Mix,No,2018.0,Returned 6/3,,,,Time,Dog,,,,,,,,,
Snowball,CACN-MD-18-0796,Son is allergic to dog,,,,,,,,,,2018-06-03 00:00:00,,,,2018-06-05 00:00:00,,,,Return,JUNE,2018,M/8WKS/6lbs/Pointer,No,2018.0,Returned - 6/6,2018-06-05 00:00:00,,https://rover.luckydogdc.org/animal/cacn-md-18-0796/3020,Medical,Dog,,,,,,,,,
Larry,HERT-MD-17-0325,Adopter is not able to finanically care for dog,,,,,,,,,,2017-03-12 00:00:00,,,,3018-05-30 00:00:00,,,,Return,,2018,M/1.5YO/75lbs/Retriever Mix,Yes,2017.0,Returned - 6/10,2018-06-05 00:00:00,5/29 - Notified of return,https://rover.luckydogdc.org/animal/hert-md-17-0325/563,Financial,Dog,,,,,,,,,
Bernard,FLRN-MD-18-0948,"Nipping, trial adoption, did not wait through trial.",,,,,,,,,,2018-06-16 00:00:00,,,,2018-06-24 00:00:00,,,,Return,,2018,M/1YO/40lbs/Lab Mix,Yes,2018.0,"Arielle coordinated, returned 6/24",2018-06-25 00:00:00,,,Fit,Dog,,,,,,,,,
Blythe,FLRN-FD-18-0806,Chewing up the house,,,,,,,,,,,,,,,,,,,,2018,F/1YO/35lbs/Shep Mix,yes,2018.0,"Arielle coordinated, returned 6/24",,6/23 - Reached out to angela about problems with the dog,,,Dog,,,,,,,,,
Maximillian,FLRN-MD-18-0821,Attempted to bit son,,,,,,,,,,2018-06-02 00:00:00,,,,2018-06-24 00:00:00,,,,,,2018,M/3MO/25lbs/Golden Mix,No,2018.0,Adopted,2018-06-27 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-0821/3076,,Dog,,,,,,,,,
Arthur,FLRN-MD-17-0238,"Personal issues, no longer able to care for him.",,,,,,,,,,2017-02-01 00:00:00,,,,2018-06-24 00:00:00,,,,,,2018,M/1.5YO/70lbs/Shep Mix,YES,2017.0,Returned - 7/7,2018-06-27 00:00:00,"6/22 - reached out re return
6/25 - not UTD on rabies and other vaccinations",,,Dog,,,,,,,,,
Buddy,FLRN-MD-18-0678,Too high energy,,,,,,,,,,2018-06-24 00:00:00,,,,2018-06-25 00:00:00,,,,,,2018,M/1YO/50lbs/Lab Mix,YES,2018.0,Returned - 7/8,2018-06-26 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-0678/2826,,Dog,,,,,,,,,
Gracie,FLRN-FD-18-0730,Adopter was recently diagnosed with an illness that does nto allow him to care for the dog. ,,,,,,,,,,2018-06-10 00:00:00,,,,2018-07-02 00:00:00,,,,,,2018,F/4YO/12lbs/ChiMix,YES,2018.0,Returned - 7/8,2018-07-03 00:00:00,,,,Dog,,,,,,,,,
Phoenix,SAPA-18-MD-0898,"High energy, not willing to do dog parks, daycare or training",,,,,,,,,,2018-06-16 00:00:00,,,,2018-06-29 00:00:00,,,,,,2018,M/2YO/55lbs/Plott Hound Mix,YES,2018.0,Returned - 7/8,2018-07-03 00:00:00,"6/26 - Notified of desire to return
6/28 - Colleen called, started return
6/29 - Sent survey
7/2- Recieved vet records, waiting on LDAR things and survey",,,Dog,,,,,,,,,
Simba,FLRN-MD-18-0985,"High energy, destructive",,,,,,,,,,2018-06-24 00:00:00,,,,2018-07-03 00:00:00,,,,,,2018,M/9MO/35lbs/LabMix,YES,2018.0,Returned - 7/8,2018-07-04 00:00:00,,,,Dog,,,,,,,,,
Audrey,FLRN-FD-18-1051,Dog is terrified of the children.,,,,,,,,,,,,,,,,,,,,2018,F/6MO/20lbs/Aussie Mix,NO,2018.0,Returned - 7/8,,,,,Dog,,,,,,,,,
Marble,FLRN-FD-18-0498,Marble is not getting along with the resident cats,,,,,,,,,,2018-05-13 00:00:00,,,,2018-06-29 00:00:00,,,,,,2018,F/6MO/45lbs/Shep Mix,NO,2018.0,"Returned - 7/7
ADOPTED!",2018-07-03 00:00:00,,,,Dog,,,,,,,,,
Summer,OTHR-FD-18-0885,Overestimated how much time it takes to care for a dog.,,,,,,,,,,2018-07-01 00:00:00,,,,2018-07-10 00:00:00,,,,,,2018,F/6MO/35lbs/Shep Mix,NO,2018.0,"Returned - 7/14
ADOPTED!",2018-07-11 00:00:00,,,,Dog,,,,,,,,,
Patti,MTHY-FD-14-0905,"Pattie has some leash reactivity, and guarding of the house issues",,,,,,,,,,2014,,,,2018-06-07 00:00:00,,,,,,2018,F/4YO/55lbs/Plotthound Mix,YES,2014.0,Returned 7/29,2018-07-16 00:00:00,"6/6 - Notified us of return, Arielle called to talk to Heather (new wife of owner's ex-husband)",,,Dog,,,,,,,,,
Charles,FLRN-MD-18-1105,"Dog needs more exercise, not willing to provide the exercise and structure needed",,,,,,,,,,2018-07-21 00:00:00,,,,2018-07-27 00:00:00,,,,,,2018,M/1YO/46lbs/Shep Mix,YES,2018.0,Returned 7/29,2018-07-28 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-1105/3247,,Dog,,,,,,,,,
Rhianna,PRCO-FD-18-1195,Not ready for a dog.,,,,,,,,,,,,,,2018-07-25 00:00:00,,,,,,2018,F/4MO/20lbs/Schnauzer,NO,2018.0,"Returned 7/29
ADOPTED!",,,https://rover.luckydogdc.org/animal/prco-fd-18-1195/3396,,Dog,,,,,,,,,
Luna,FLRN-FD-18-1115,Not ready for a puppy,,,,,,,,,,2018-07-15 00:00:00,,,,2018-07-26 00:00:00,,,,,,2018,F/1YO/36lbs/LabMix,YES,2018.0,Returned - 8/5,2018-07-27 00:00:00,,https://rover.luckydogdc.org/animal/flrn-fd-18-1115/3333,,Dog,,,,,,,,,
Princessa,HURA-FD-18-0720,"Nipped at a young child, not aggressive but should not be in a home with young kids",,,,,,,,,,,,,,2018-07-30 00:00:00,,,,,,2018,F/2YO/46lbs/Plott Hound Mix,YES,2018.0,Returned - 8/5,,,https://rover.luckydogdc.org/animal/hura-fd-18-0720/2899,,Dog,,,,,,,,,
Frack,FLRN-MD-18-1222,We cannot devote the full attention and activity that this puppy needs. Might be better with couple without kids who can more freely devote time. My kids are also a little afraid of him and anxious when they are near him. ,,,,,,,,,,,,,,,,,,,,2018,M/4MO/10lbs/Beagle,NO,2018.0,Returned - ADOPTED!,,,,,Dog,,,,,,,,,
Hans,FLRN-MD-18-0974,Seperation anxiety,,,,,,,,,,2018-07-15 00:00:00,,,,7/302018,,,,,,2018,M/1YO/50lbs/Lab Mix,YES,2018.0,Returned - 8/10,2018-08-08 00:00:00,,https://rover.luckydogdc.org/animal/flrn-md-18-0974/3203,,Dog,,,,,,,,,
Nadia,HERT-FD-18-1017,"Can't manage the dog, keeps getting away",,,,,,,,,,2018-07-16 00:00:00,,,,2018-08-23 00:00:00,,,,,,2018,F/3YO/44lbs/PlottHound,YES,2018.0,Returned - 8/25,2018-08-23 00:00:00,,,,Dog,,,,,,,,,
Roosevelt ,FLRN-MD-18-0301,"Is aggressive towards the kids in the home, needs to be in a home with experienced adopters and no kiddos.",,,,,,,,,,,,,,,,,,,,2018,M/3.5YO/54lbs/Lab Mix,YES,2018.0,Returned - 8/27,,,,,Dog,,,,,,,,,
Leo,MTHY-MD-18-1284,"The dog bites and gets frantic if you try to medicate.  He was flailing at the vet, screaming, carrying on, and trying to bite.  They had to muzzle him. We can not vet a dog that bites.",,,,,,,,,,,,,,,,,,,,2018,M/1YO/6lbs/Chi Mix,YES,2018.0,Returned - 8/30,,,https://rover.luckydogdc.org/animal/mthy-md-18-1284/3561,,Dog,,,,,,,,,
Minnie,FLRN-FD-18-1364,"Work scheduled changed, can no longer kep",,,,,,,,,,,,,,,,,,,,2018,F/1YO/13lbs/DoxieMix,YES,2018.0,Returned - 9/2,,,https://rover.luckydogdc.org/animal/flrn-fd-18-1364/3578,,Dog,,,,,,,,,
